id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type
0DBic9QJv2FL9Oq0S+xaSA==,Propiedad,2020-10-07,2020-10-22,2020-10-07,3.451,-76.532,Colombia,Valle del Cauca,Cali,,,,,7.0,7.0,,,280000000.0,COP,,Casa en venta en zona norte 3558799,"CASA EN PASAJE NO V&Iacute;A VEHICULAR UBICADA A DOS CASAS EN EL BARRIO LARES DE COMFENALCO, ESTRATO DOS , CONSTRUIDA EN CUATRO PISOS AS&Iacute;: PRIMER PISO DOS ALCOBAS DOS BA&Ntilde;OS, COCINA INTEGRAL Y ZONA DE OFICIOS , SEGUNDO Y TERCER PISO DOS ALCOBAS , DOS BA&Ntilde;OS , COCINA INTEGRAL , BALCON , CUARTO PISO ZONA DE LAVANDER&Iacute;A Y ESTADERO PARA LOS PISOS 2 Y 3 MAS ALCOBA CON BA&Ntilde;O INDEPENDIENTE<br /><br />
  <br />
 Ref#571462.",Casa,Venta
Tqybv5oGSlCxnz4zOmRiug==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.08748174,-75.48770428,Colombia,Caldas,Manizales,,,,,,,,,100000000.0,COP,Mensual,Venta Casa con Renta San Sebastian _ wasi1605324,"Casa con renta muy bien ubicada, en su primer nivel tiene 2 alcobas, baño, sala comedor, cocina, en su segundo nivel 2 alcobas, baño, sala comedor, cocina integral y en el tercer nivel terraza con excelente panoramica.",Casa,Venta
fqUpSaLRcaU0G4dq+gIVUQ==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0445294,-75.5100373,Colombia,Caldas,Manizales,,,,,,1.0,,,185000000.0,COP,Mensual,"venta de casa En Villamaria, Caldas _ wasi471212","venta de casa Estrelladero, Villamaria, CaldasL casa consta de 2 niveles, salacomedor, 4 alcobas, 1 closet, baño, cocina semiintegral, gas, terraza, patio, pisos en ceramica.",Casa,Venta
lLejx/V9D1udEiytyZmUlQ==,Propiedad,2020-10-07,9999-12-31,2020-10-07,3.388,-76.542,Colombia,Valle del Cauca,Cali,,,,,3.0,2.0,,,580000000.0,COP,,CASA EXTERNA ESQUINERA BARRIO CAPRI,"ESPECTACULAR CASA ESQUINERA CONSTRUIDA EN UN SOLO PISO ,TOTALMENTE REMODELADA , CA&Ntilde;ER&Iacute;AS , PISOS , COCINA ,BA&Ntilde;OS, CARPINTER&Iacute;A EN MADERA , FULL ACABADOS , FUENTE DE AGUA  , ANTEJARDIN ,GARAJE PARA TRES CARROS , CERCA EL&Eacute;CTRICA DE SEGURIDAD , V&Iacute;DEO PORTERO , EXCELENTE UBICACI&Oacute;N<br /><br />
  <br />
 Ref#571430.",Casa,Venta
Tj8zC0ZZtnFgi6RyrYsyqg==,Propiedad,2020-10-07,9999-12-31,2020-10-07,3.275,-76.507,Colombia,Valle del Cauca,Jamundí,,,,,3.0,2.0,,,550000000.0,COP,,CASA PAISAJES DEL CASTILLO,"CASA CAMPESTRE CONSTRUIDA EN UN SOLO PISO EN EL SECTOR DEL CASTILLO REMODELADA TOTALMENTE , FULL ACABADOS , AMPLIOS ESPACIOS EN DONDE PODR&Aacute;S DISFRUTAR AL AIRE LIBRE DE DIFERENTES ACTIVIDADES EN FAMILIA Y AMIGOS RODEADO DE LA NATURALEZA , HERMOSAS ZONAS VERDES , DONDE SE RESPIRA AIRE PURO , ESPACIOS TRANQUILOS<br /><br />
  <br />
 Ref#571224.",Casa,Venta
e20FNysTEUjWlRy496uukQ==,Propiedad,2020-10-07,2021-01-06,2020-10-07,5.06775403,-75.47221184,Colombia,Caldas,Manizales,,,,,,2.0,,,220000000.0,COP,,Venta Casa con Renta La Cumbre _ wasi980520,"Casa con renta de 2 niveles distribuida asi:1 nivel: 3 alcobas, baño, sala comedor, cocina sencilla, patio de ropas, pisos en ceramica.2 nivel: 3 alcobas, baño, sala comedor, cocina integral, gas natural, terraza con buena vista, zona de ropas, pisos en ceramica.",Casa,Venta
h+2OjJioSXHNX9V/eL68QQ==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0520602,-75.4990066,Colombia,Caldas,Manizales,,,,,,2.0,,,350000000.0,COP,Mensual,"Venta  de casa en Fatima, Manizales  _ wasi502020","venta de casa en Fatima, Manizales Amplia casa consta de sala, comedor, 3 alcobas, 2 baños, cocina semiintegral, gas, patio, pisos en ceramica y garaje descubierto.",Casa,Venta
QDT2Ste3lM7gKsVMgXBHOg==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0727803,-75.5296909,Colombia,Caldas,Manizales,,,,,,2.0,,,220000000.0,COP,Mensual,Venta de Casa en La Francia Manizales _ wasi631866,"Venta de hermosa casa iluminada comoda y amplia  de cuatro niveles, en el barrio la montana manizales consta de: 4 habitaciones con closeth, sala, comedor, cocina con gabinetes, patio de ropas cubierto, cuarto de san alejo, baño social y l principal,zona de parqueo cubierta, pisos en ceramica y tapete.",Casa,Venta
XWId6DMdwynCo2fMAhOo2g==,Propiedad,2020-10-07,2020-10-15,2020-10-07,4.8757668,-74.0498582,Colombia,Cundinamarca,Chía,,,,,,3.0,,,395000000.0,COP,,Casa Residencial Asiri,"Linda casa esquinera de 2 pisos, en Conjunto Asiri, 100 M2 de construcción, NUEVA para estrenar,  Solo tiene 1 vecino.ya que esta en pachas de a dos casas.Casa de 2 pisos, 3 habitaciones, principal con baño privado, cocina, zona de lavandería, 3 baños, cocina abierta tipo americano, sala Comedor y baño social, mueble para computador con closet de linos, jardín interior en zona verde, cerca viva, zona verde aledaña a la casa, y doble espacio de parqueadero en línea, uno cubierto con linda pérgola.El conjunto está nuevo, cuenta con Portería 24 horas, CCTV, parque infantil, Salón Social y parqueadero de visitantes.Se encuentra ubicado sobre la Cra 9, con entrada por calle 25, con acceso por la Av. Chilacos, por la Calle 24 y por la Calle 25, así como por Tres Esquinas y también vía El 40. Transporte público Urbano muy cerca, también a Supermercados y Centros Comerciales, Iglesia de la Sagrada Familia, y área comercial.20-263",Casa,Venta
i175WBlNl2fdA974lDAF8Q==,Propiedad,2020-10-07,2020-10-08,2020-10-07,4.81022068,-75.7988531,Colombia,Risaralda,Pereira,,,,,,3.0,,,235000000.0,COP,,VENTA CASA MEDIANERA EN CLUB HOUSE CERRITOS _ wasi2934751,"CASA MEDIANERA EN CLUB HOUSE CERRITOSEL INMUEBLE CUENTA CON SALA, COMEDOR, CUATRO CÓMODAS HABITACIONES CON CLOSET, TRES BAÑOS, GARAJE, PATIO Y ZONA DE ROPAS.EL CONDOMINIO ES MAS QUE UNA VIVIENDA, ES UN ESPACIO PARA LA DIVERSIÓN, LA ARMONÍA Y LA TRANQUILIDAD.PROYECTO DE VIVIENDA DE CASAS EN CONJUNTO CERRADO, EL CUAL CUENTA CON UN ÁREA LIBRE DE 132.756,41 M2, Y UN ÁREA APROXIMADA DE ZONAS VERDES DE 87.662,14 M2.  EL CONJUNTO CONTARA CON: SKATEPARK, VOLEY PLAYA, PISCINA, TURCO, SAUNA, CANCHA DE TENIS, FÚTBOL 5, CANCHA MÚLTIPLE, GOLFITO, ZONA BBQ, PARQUE ZEN, PARQUE PARA MASCOTAS, SENDERO BIOSALUDABLE, PARQUEADEROS PRIVADOS, CICLO RUTA, SALÓN SOCIAL, JUEGOS INFANTILES, CASAS DE MUÑECAS.",Casa,Venta
nvV9kJjpyydPuzbCQCa07Q==,Propiedad,2020-10-07,2020-10-18,2020-10-07,6.166,-75.58,Colombia,Antioquia,Envigado,,,,,,3.0,,,650000000.0,COP,,Casa En Venta En Envigado Loma El Escobero CodVBSUR_10297,Casa ubicada en envigado| con espacios amplios| remodelada parcialmente| no tiene acabados modernos| no esta sobre vía principal| es una casa iluminada| con muy buenas zonas comunes.,Casa,Venta
lODJnVtWdONNrleraUZtQw==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.06568077,-75.52649975,Colombia,Caldas,Manizales,,,,,,3.0,,,900000000.0,COP,Mensual,"Venta casa lote en av santander , Manizales 19667 _ wasi359673","EXCELENTE PUNTO PARA UN GRAN NEGOCIO casa lote en plena avenida santander , consta de 5 niveles con un area de 306 mts",Casa,Venta
SUv6/g6l9w0vwDNzctR24g==,Propiedad,2020-10-07,9999-12-31,2020-10-07,3.25,-76.573,Colombia,Valle del Cauca,Jamundí,,,,,4.0,4.0,,,700000000.0,COP,,CASA PARA VENTA VILLAS DE LAS MERCEDES JAMUNDI,"Hermosa casa campestre en condominio sector de las mercedes jamundi , construida en tres pisos , acabados super lujo ,espacios amplios rodeados de hermosos jardines , zona tranquila , exclusiva, ideal para familias con ni&ntilde;os , amplios espacios para disfrutar en familia o con amigos .<br /><br />
  <br />
 Ref#571232.",Casa,Venta
lIEJBu2gWy6z8T2Qf7hEdA==,Propiedad,2020-10-07,2021-01-06,2020-10-07,5.0330648,-75.4647585,Colombia,Caldas,Manizales,,,,,,4.0,,,230000000.0,COP,,Venta Casa Enea _ wasi1628863,"Casa de 3 niveles con 6 alcobas, 3 closet, 4 baños, sala, comedor, cocina semi integral, gas natural, calentador, zona de ropas, patio, alcoba de servicio, pisos en ceramica, garaje.",Casa,Venta
GLtGc8yQWZTeXNP0MDVNEQ==,Propiedad,2020-10-07,2021-01-06,2020-10-07,5.0587598,-75.4877099,Colombia,Caldas,Manizales,,,,,,4.0,,,900000000.0,COP,,"Venta de casa en La Florida, Manizales _ 1073 _ wasi359514","CASA Estrato: 4 Nro. Cuartos: 4 Nro. Baños: 4 Nro. Parqueaderos: 3 área Construida: 360 área No Construida: 1130 Nro. Niveles: 3 Tipo Comedor: COMEDOR INDEPENDIENTE Tipo Cocina: INTEGRALTIENE CUARTO UTIL Y BODEGA, TANQUE DE AGUA, TODOS LOS CUARTOS TIENEN BALCON, JARDINES MUY BONITOS Y ARBOLES FRUTALES.MUY ILUMINADA Y UNA VISTA ESPECTACULAR - área: Const.: 360 mtr2. Sin Const.: 1130 mtr2.",Casa,Venta
XZV9TBzZWFVnbMxSfB/W4w==,Propiedad,2020-10-07,2021-03-16,2020-10-07,4.6047671,-74.1156121,Colombia,Cundinamarca,Bogotá D.C,Zona Centro,Puente Aranda,,,7.0,4.0,,,560000000.0,COP,,"CASA EN VENTA, BOGOTA-CIUDAD MONTES","Magnifica casa en venta de 3 niveles ubicada en el barrio Ciudad Montes Localidad de Puente Aranda. Primer nivel contiene un garaje para 2 vehículos, apartamento con vista interna de 3 habitaciones, sala comedor, cocina integral, 2 baños y zona de lavandería Segundo nivel apartamento con vista externa de 4 habitaciones, sala comedor, cocina integral, 2 baños y zona de lavandería Tercer nivel terraza abierta con un área de 50MTS2. Barrios aledaños Carabelas y Santa Matilde.",Casa,Venta
qFzFWoQX7r8oMRwEbtVtDA==,Propiedad,2020-10-07,2020-10-08,2020-10-07,3.364,-76.558,Colombia,Valle del Cauca,Cali,,,,,,5.0,,,850000000.0,COP,,Casa Campestre En Venta En Cali La Buitrera CodVBINP22249,"Espectacular casa campestre de 2000m2 enrejados con dos bloques construidos. BLOQUE 1: Primer piso: cuarto de servicio con baño, cuarto de estudio y garaje. Segundo piso: Mezzanine, cuarto principal con baño-tina y balcón. BLOQUE 2: Primer piso: Terraza con jacuzzi y paneles solares, sala-comedor, cocina abierta y balcón, zona de oficio con baño. Piso 2: Dos habitaciones cada una con su baño y balcón, terraza. Ubicada en el callejón vallejo después de callejón tabares.",Casa,Venta
vJwu7DBpJWeTqsbMX5dBfw==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.03725291,-75.45968056,Colombia,Caldas,Manizales,,,,,,6.0,,,1600000000.0,COP,Mensual,Venta Casa en Cerros  La Alhambra Manizales  20368 _ wasi358764,"Venta Casa en Cerros  La Alhambra Manizales HERMOSA CASA EN CONJUNTO CERRADO consta de 2 niveles ,sala , comedor , 4 alcobas con sus respectivos closet , 1 vestier , 1 estudio , 5 baños , tipo de cocina integral , gas , calentador , terraza , zona de ropas , alcoba del servicio con baño , piso general en mármol y madera flotante , portería las 24 horas , garaje cubierto para dos carros , bahía para tres carros , el conjunto cuenta con salón social , gimnasio , cancha de juegos , cancha de tenis , zona húmeda , reserva de agua , rodeada de naturaleza ,",Casa,Venta
SpT+hcNb3UQKQiqxW1Ligw==,Propiedad,2020-10-07,9999-12-31,2020-10-07,3.328,-76.639,Colombia,Valle del Cauca,Cali,,,,,4.0,7.0,,,980000000.0,COP,,"HERMOSO PENTHOUSE EN VENTA, SECTOR PANCE","HERMOSO APARTAMENTO TIPO PENT HOUSE, CON UNA LINDA VISTA PARA CALI, ADEMAS PODRAS APRECIAR EL VERDE DE LOS FARALLONES, POR ENCONTRARSE EN LA PARTE ALTA DE LA CIUDAD GOZARAS DE UNA BRISA FRESCA LA MAYOR PARTE DEL DIA, CONJUNTO RESIDENCIAL TIPO CLUB HOUSE, CON SAUNA, TURCO, PISCINAS, CANCHA DE TENIS, SALON SOCIAL Y CUARENTA MIL METROS CUADRADOS DE ZONAS VERDES..<br /><br />
  <br />
 Ref#571426.",Apartamento,Venta
WQBEiFtW+j1VIqgTKBo9BQ==,Propiedad,2020-10-07,2021-01-07,2020-10-07,,,Colombia,Antioquia,Rionegro,,,,,,,,,2300000000.0,COP,,Apartamento en venta en Rionegro (Antioquia) Cerca al centro comercial cordoba - 42A971,"Edificio en venta en Rionegro(Antioquia) Ubicado cerca del Centro comercial Córdoba, Consta de 10 apartamentos, 2 locales comerciales, una oficina y 8 parqueaderos dobles lineales. Excelente ubicación con facilidad de transporte, a cuatro cuadras del parque principal.  Área :576 m2",Apartamento,Venta
oC+59V7yoIfhdH89xyN4kA==,Propiedad,2020-10-07,2020-10-10,2020-10-07,3.399,-76.529,Colombia,Valle del Cauca,Cali,El Limonar,,,,3.0,1.0,,,138000000.0,COP,,APARTAMENTO BLOQUES DEL LIMONAR,"APARTAMENTO REMODELADO CUARTO PISO SIN ASCENSOR , UBICADO ENTRE LA CALLE 16 Y LA CARRERA 65 EN EL SECTOR DE BLOQUES DEL LIMONAR REMODELADO  PISOS, BA&Ntilde;O, COCINA Y CARPINTER&Iacute;A EN MADERA , PARQUEADERO COMUNITARIO , ESTRATO TRES , ADMINISTRACI&Oacute;N ECON&Oacute;MICA , EXCELENTE VISTA A ZONA VERDE , AMPLIO ,ILUMINADO<br /><br />
  <br />
 Ref#571293.",Apartamento,Venta
Iyg9IUvv+KzWJBMtK0HF2Q==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.04387906,-75.52057743,Colombia,Caldas,Manizales,,,,,,1.0,,,120000000.0,COP,Mensual,Venta Apartamento Villamaria _ wasi1546354,"Lindo apartamento con hermosos acabados, muy iluminado con 2alcobas, 2 closet, baño, sala comedor, cocina semi integral, gas natural, zona de ropas, pisos en ceramica, garaje.",Apartamento,Venta
tTXuL21dlU0dV1a+sKBFXQ==,Propiedad,2020-10-07,2021-01-06,2020-10-07,5.06572351,-75.50195217,Colombia,Caldas,Manizales,,,,,,1.0,,,178000000.0,COP,,Venta Apartamento Villacarmenza _ wasi1613757,"Hermoso apartamento con 3 alcobas, 3 closet, baño, sala comedor, cocina integral, gas natural, zona de ropas, pisos en ceramica, bahia de parqueo.",Apartamento,Venta
6y7XPEBC4HXY+8cbEGdvqA==,Propiedad,2020-10-07,2020-11-13,2020-10-07,3.3918165,-76.5170288,Colombia,Valle del Cauca,Cali,,,,,,2.0,,,170000000.0,COP,,VENTA APARTAMENTO CIUDAD 2000,"APARTAMENTO UBICADO ZONA SUR CON PARQUEADERO PROPIO, en Conjunto barrio ciudad 2000, excelentes vías de acceso, sector de valorización. Conjunto cuenta con seguridad 24 H. zona verde, piscina, espacio para reuniones. Apartamento con buena iluminación, buen estado, ubicado en piso tres (3), torres de cinco pisos (no ascensor), tres alcobas, dos baños, Estrato 4..",Apartamento,Venta
5Q9n+nOqoLQOsJZrRbwb6w==,Propiedad,2020-10-07,2020-10-08,2020-10-07,3.363,-76.53,Colombia,Valle del Cauca,Cali,Ciudad Jardín,,,,,2.0,,,300000000.0,COP,,Apartamento En Venta En Cali Ciudad Jardín CodVBSBI12686,Se vende exclusivo y moderno apartamento en ciudad jardín| piso 11 con ascensor| vista panorámica| zona de prestigio y de alta valorización| excelente ubicación| sector rodeado de zonas verdes que generan un ambiente tranquilo y fresco el cual consta de: sala| comedor| cocina integral abierta| zona de oficios| balcón amplio con vista interna| baño social| estudio o sala de tv| 3 habitaciones con closet| la habitación principal con baño| vestier y balcón| pisos en porcelanato| finos acabados en,Apartamento,Venta
w4xaNbb35cbRyjUgUzZP7w==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0515678,-75.4836489,Colombia,Caldas,Manizales,,,,,,2.0,,,190000000.0,COP,Mensual,Venta Apartamento Milan _ wasi1790497,"VENTA DE HERMOSO APARTAMENTO EN MILANAmplio, iluminado y con buena ventilación, el apartamento consta de 3 alcobas con su respectivo closet en la alcoba principal baño privado, 1 baño social, sala comedor, cocina semi integral, zona de ropas y los pisos en general son en ceramica.",Apartamento,Venta
nU0NCrTFnBTzK8gR6AJXZQ==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.06495405,-75.4881978,Colombia,Caldas,Manizales,,,,,,2.0,,,165000000.0,COP,Mensual,Venta Apartamento Carola _ wasi1052997,"Apartamento muy bien ubicado, con acceso de transporte publico, buena vista, cerca a sopermercados y centros comerciales con 3 alcobas, 2 closet, alcoba principal con baño, sala comedor con barra americana, cocina semi integral, patio, baño social, calentador, gas natural, balcon con hermosa vista, patio y pisos en ceramica, lindos acabados.El conjunto cuenta con vigilancia las 24 horas, porteria, parque infantil, gimnasio, salon social, areas comunes, garaje opcional.",Apartamento,Venta
TQthZrrUOMCTZ1RO2OvBcQ==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0625583,-75.4974338,Colombia,Caldas,Manizales,,,,,,2.0,,,298000000.0,COP,Mensual,Venta Apartamento La Arboleda _ wasi1061968,"Hermoso apartamento muy bien ubicado, con excelente acceso de transporte con 3 alcobas, 3 closet, estudio, 2 baños, estudio, sala comedor, cocina integral, gas natural, calentador, zona de ropas, pisos en ceramica, porteria y garaje cubierto.",Apartamento,Venta
P9+mvXDNh1cHlc1VSTXrOA==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0641404,-75.5057165,Colombia,Caldas,Manizales,,,,,,2.0,,,190000000.0,COP,Mensual,Venta de Apartamento en Castilla _ wasi1687826,"Venta de Apartamento con excelente ubicación y amplio, consta de Salacomedor, 2 Alcobas, 2 Closet, 2 Baños, Gas, Calentador, Cocina semi integral, zona de ropas, Ascensor, Piso en general en ceramica, Garaje cubierto,Garaje eléctrico, zona de Parqueo, Vigilancia y porteria",Apartamento,Venta
dV41PeZsUZ6CnesFc8Pu9A==,Propiedad,2020-10-07,2021-01-02,2020-10-07,5.0419733,-75.4760569,Colombia,Caldas,Manizales,,,,,,2.0,,,230000000.0,COP,,Venta de Apartaestudio en el Trébol _ wasi1856281,"Venta de Hermoso Apartaestudio muy iluminado amplio y con muy buena distribución en conjunto cerrado, consta de 1 Alcoba, 2 Baños, Salacomedor, 1 Vestier, Cocina Integral, Gas, Calentador, Piso en General en Porcelanato, porteria, Garaje cubierto, Ascensor y Salón social.",Apartamento,Venta
rclyP17daToafBO9RmZJcA==,Propiedad,2020-10-07,2020-10-08,2020-10-07,,,Colombia,Antioquia,Medellín,,,,,,2.0,,,220000000.0,COP,,Apartamento en Venta Ubicado en SABANETA,"Codigo Inmueble 4231 APARTAMENTO CON 3 ALCOBAS, 3 CLOSET DOBLES, SALA COMEDOR, COCINA SEMI INTEGRAL, 2 BAÑOS CABINADOS, ZONA DE ROPAS, PARQUEADERO CUBIERTO, CUARTO ÚTIL, BALCÓN, PISO EN CERÁMICA. EN UNIDAD CERRADA CON ASCENSOR, SALÓN SOCIAL, SHUT DE BASURA, PORTERÍA 24 HORAS, TURCO, SAUNA, JACUZZI. CUENTA CON UN ÁREA DE 58_04. CERCA A LA IGLESIA VILLA DEL CARMEN.ASESORA: YESICA MUÑOZ  CEL: 4.",Apartamento,Venta
L01w/LKqcO9DIfCd1+k1TQ==,Propiedad,2020-10-07,2020-12-02,2020-10-07,4.687592,-74.050718,Colombia,Cundinamarca,Bogotá D.C,Zona Norte,Usaquén,Chico Navarra,,3.0,2.0,,,930000000.0,COP,,"APARTAMENTO EN VENTA, BOGOTA-CHICO NAVARRA","Apartamento remodelado,  diez (10) años de construido, ubicado a escasos pasos del parque. Dispone de tres (3) habitaciones, estudio, sala- comedor con balcón, 2 baños completos, baño social y un baño para el servicio. Dos parqueaderos independientes y depósito. La cocina es abierta y cuenta con una amplia zona de lavandería. Valor administración 817.000.",Apartamento,Venta
Fv/hd/RHSHJ3oSfVno/YhQ==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0630747,-75.5162869,Colombia,Caldas,Manizales,,,,,,3.0,,,300000000.0,COP,Mensual,Venta de Apartamento en Palermo _ wasi1717931,"Se venta Apartamento con muy buenos acabados en conjunto cerrado, iluminado y amplio, consta de Salacomedor, 3 Alcobas, 3 Closet, Vestier, 3 Baños, Cocina en Marmol, Gas, Calentador, Zona de ropas, Piso general en Ceramica, Piso alcobas alfombra, Porteria, Garaje cubierto, Bahia de Parqueo, Salón social, Canchas de juegos, canchas de juegos, vigilancia y porteria las 24 horas.",Apartamento,Venta
RW8dTnq56n8J3O3V6Maz6A==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.0501164,-75.4891322,Colombia,Caldas,Manizales,,,,,,3.0,,,350000000.0,COP,Mensual,Venta de Apartamento en Palermo Manizales _ wasi2706868,"Venta de Apartamento en un excelente sector amplio, e iluimnado, cuenta con 4 Alcobas con su respectivo closet, 3 Baños, salacomedor, Biblioteca, Cocina semi integral, Gas, Calentador, Zona de ropas, Alcoba de servicio, Piso en general en ceramica y Garaje cubierto.",Apartamento,Venta
8L379GbzwrJ1P6B6k+MRWA==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.05429911,-75.48924152,Colombia,Caldas,Manizales,,,,,,3.0,,,270000000.0,COP,Mensual,Venta de Apartamento en Palermo _ Manizales_ wasi580235,"Hermoso Apartamento en tranquilo sector de Manizales. Consta de 3 habitaciones, 2 closet, vestier, 3 baños, cocina integral, zona de ropas, gas natural, calentador, parqueadero. Espacios amplios. Pisos en madera y ceràmica. El edificio cuenta con porterìa. Gas incluìdo en la administraciòn.",Apartamento,Venta
HCLIt9GQDhCT8Vf2jC94Xw==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.06355231,-75.49582399,Colombia,Caldas,Manizales,,,,,,3.0,,,424620400.0,COP,Mensual,"Venta de apartamento en Leonora, Manizales _ wasi563311","Espectacular apartamento para la venta consta de 3 alcobas con closets cada una, sala y comedor, 3 baños, pisos en madera laminada, zona de ropas con calentador y gas natural, balcón con excelente vista, garaje cubierto edificio cuenta con vigilancia, portería ascensor, salón social",Apartamento,Venta
km/fVkWkDkGAbRZfPoe9KA==,Propiedad,2020-10-07,2020-10-07,2020-10-07,5.04831805,-75.47953503,Colombia,Caldas,Manizales,,,,,,3.0,,,505876500.0,COP,Mensual,"Venta de Apartamento Alta Suiza, Manizales _ wasi1578007","Espectacular apartamento para estrenar, ubicado en excelente sector, a 40 metros de la zona gastronomica de Manizales. El apartamento consta de 4 habitaciones, tres baños, closets, cocina semi integral, sala comedor, cocina semi integral, parqueadero, Te damos la opción de diseñar el interior de tu apartamento y obtener un apartamento a tu gusto.",Apartamento,Venta
iKEWjHFufAvrdBcdyZNDBA==,Propiedad,2020-10-07,2020-10-07,2020-10-07,,,Colombia,Caldas,Palestina,,,,,,3.0,,,250000000.0,COP,Mensual,venta de apartamento en Santagueda  _ wasi635851,"venta de apartamento en Santagueda excelente siito para descansar , amplias zonas verdes , cuenta con cancha de futbol de tenis , golf , consta de sala comedor , 3 alcobas dos de ellas con closet y una con baño , 2 baños sociales , tipo de cocina semi inetgral , gas , piso general en ceramica , zona de ropas ,zona de parqueo , buena vista , clima calido con una area de 99 mts , zonas humedas , piscina , jacuzzi",Apartamento,Venta
OwSMibhdJ7ySX58QgBfw5Q==,Propiedad,2020-10-07,2020-11-07,2020-10-07,6.185,-75.554,Colombia,Antioquia,Medellín,Santa Elena,,,,,4.0,,,725000000.0,COP,,Apartamento En Venta En Medellin Los Balsos CodVBSUR_10275,Apartamento con acabados modernos| no le da poniente| vista panorámica| espacios muy bien distribuidos| iluminados| fresco| buena ubicación entre la loma los González y la loma de los balsos| cerca al centro comercial Santafé| buenas zonas comunes.,Apartamento,Venta
4NYjmdWwxbnhgdypVgRzAg==,Propiedad,2020-10-07,2020-10-31,2020-10-07,11.23169053,-74.20305061,Colombia,Magdalena,Santa Marta,,,,,,5.0,,,545000000.0,COP,,Venta Apartamento Amplio Bavaria Edificio 13_60 _ wasi1434840,"Hermoso apartamento de 160m2 con terraza adicional de 18m2, con 3 alcobas cada una con su baño privado, alcoba y baño de servicio, amplia cocina, sala y comedor ideal para compartir en familia. Estudio a tu medida. Se entrega con Aires Acondicionados y cortinas.",Apartamento,Venta
s2EfmBXf40vvbvw5jYBuZQ==,Propiedad,2020-11-28,9999-12-31,2020-11-28,5.0415021,-75.522078,Colombia,Caldas,,,,,4.0,4.0,,,,360000000.0,COP,,"Venta Casa Villamaría, Caldas","Vista Inmobiliaria ofrece en venta Casa de tres niveles en el sector Centro de Villa María, tiene un área de 210 mt2, 4 habitaciones, 3 baños, cocina integral, sala/comedor, patio y garaje, la casa se encuentra en excelente estado, iluminada, aireada, pisos son en cerámica. Ubicada cerca de supermercados, transporte a la mano.
",Casa,Venta
xzrMWYgu5MRx9p0E0B2Vlg==,Propiedad,2020-11-28,2020-11-30,2020-11-28,,,Colombia,Antioquia,Medellín,,,,,,2.0,,,250000000.0,COP,,Apartamento en Venta Ubicado en MEDELLIN,"Codigo Inmueble 652 Se Vende Apt de 3 habitaciones con closet, 2 baños, sala comedor, cocina integral, piso en cerámica, barra americana, terminados en mármol.",Apartamento,Venta
hN48z0k4TcrSc7HQrlb8dg==,Propiedad,2020-11-28,2020-12-01,2020-11-28,,,Colombia,Antioquia,Medellín,,,,,,2.0,,,630000000.0,COP,,Apartamento en Venta Ubicado en MEDELLIN,"Codigo Inmueble 6339 No pierdas esta oportunidad!! Hermoso apartamento con 3 habitaciones, 2 baños completos, garaje sencillo lineal. Iluminado, buena ventilación, cómodas áreas hacen de este inmueble un lugar único para vivir, Unidad que cuenta con amplios espacios para la recreación, piscina, turco, zonas verdes, espacios que te llaman a disfrutar, cerca de Centros Comerciales, supermercados, restaurantes. Porque los asuntos importantes deben quedar en manos de expertos, llámanos para ampliarte la información. Código Interno: 6339",Apartamento,Venta
M5Ef/fHluM9+tJCSbNlJ/A==,Propiedad,2020-11-28,2021-03-03,2020-11-28,4.72096122,-74.22730278,Colombia,Cundinamarca,Funza,,,,,,3.0,,,320000000.0,COP,,CASA EN VENTA EN JUNTA DE VIVIENDA COMUNITARIA ORINZO  MOSQUERA SimiCR,"Hermosa casa ubicada en excelente sector de Mosquera, casa de tres pisos independientes mas terraza, cada piso tiene dos habitaciones, baño, sala comedor, cocina y área de ropas, se encuentra ubicada cerca a zona comercial, cerca a colegios, a vía principal. Llámenos.",Casa,Venta
